emp_title,emp_length,state,homeownership,annual_income,verified_income,debt_to_income,annual_income_joint,verification_income_joint,debt_to_income_joint,delinq_2y,months_since_last_delinq,earliest_credit_line,inquiries_last_12m,total_credit_lines,open_credit_lines,total_credit_limit,total_credit_utilized,num_collections_last_12m,num_historical_failed_to_pay,months_since_90d_late,current_accounts_delinq,total_collection_amount_ever,current_installment_accounts,accounts_opened_24m,months_since_last_credit_inquiry,num_satisfactory_accounts,num_accounts_120d_past_due,num_accounts_30d_past_due,num_active_debit_accounts,total_debit_limit,num_total_cc_accounts,num_open_cc_accounts,num_cc_carrying_balance,num_mort_accounts,account_never_delinq_percent,tax_liens,public_record_bankrupt,loan_purpose,application_type,loan_amount,term,interest_rate,installment,grade,sub_grade,issue_month,loan_status,initial_listing_status,disbursement_method,balance,paid_total,paid_principal,paid_interest,paid_late_fees
house manager,0,NJ,RENT,60000,Source Verified,19.8,NA,,NA,0,27,2005,4,28,12,67269,33588,0,0,27,0,0,6,5,2,12,0,0,3,13200,19,6,5,0,78.6,0,0,credit_card,individual,3200,36,12.61,107.23,C,C1,Mar-18,Current,fractional,Cash,2976.86,319.45,223.14,96.31,0
director of engineering,5,FL,MORTGAGE,115000,Not Verified,8.66,NA,,NA,0,NA,2006,2,30,13,283866,52986,0,0,NA,0,0,7,3,1,13,0,0,2,17900,10,5,2,4,100,0,0,debt_consolidation,individual,15000,36,6.08,456.88,A,A2,Jan-18,Current,whole,Cash,13076.2,2279.33,1923.8,355.53,0
city carrier,10,CA,MORTGAGE,98000,Not Verified,18.35,NA,,NA,0,80,1999,1,33,15,437168,95641,0,0,80,0,0,2,5,6,15,0,0,6,49900,22,12,8,3,93.8,0,0,credit_card,individual,18000,36,6.08,548.25,A,A2,Feb-18,Current,whole,Cash,16157.86,2186.92,1842.14,344.78,0
sales and support generalist,3,NY,RENT,30000,Not Verified,30.84,NA,,NA,0,NA,2012,1,20,18,61255,39905,0,0,NA,0,0,8,3,12,18,0,0,3,17700,10,8,8,0,100,0,0,debt_consolidation,individual,8400,36,20,312.18,D,D4,Feb-18,Current,whole,Cash,7693.87,1230.05,706.13,523.92,0
direct staff ,0,CA,RENT,15000,Not Verified,7.68,NA,,NA,0,NA,2014,2,4,4,15900,3690,0,0,NA,0,0,0,2,1,4,0,0,2,10300,4,4,3,0,100,0,0,debt_consolidation,individual,2000,36,10.91,65.4,B,B4,Feb-18,Current,whole,Cash,264.6,1760.39,1735.4,24.99,0
emergency medical technician,3,CA,RENT,38000,Not Verified,28.46,NA,,NA,0,NA,2008,1,17,12,43780,22181,0,0,NA,0,0,3,4,3,12,0,0,4,19500,14,9,4,0,100,0,0,debt_consolidation,individual,20000,60,28.72,631.44,F,F1,Feb-18,Current,whole,Cash,19530.62,1862.41,469.38,1393.03,0
assistant parts manager,10,CA,RENT,45000,Verified,25.92,NA,,NA,0,NA,2008,0,9,7,52308,33651,0,0,NA,0,0,2,2,19,7,0,0,1,1700,5,5,4,0,100,0,0,car,individual,24000,60,16.02,583.89,C,C5,Feb-18,Current,whole,Cash,22924.75,2314.2,1075.25,1238.95,0
office manager,2,FL,MORTGAGE,32000,Source Verified,37.21,72000,Not Verified,20.17,1,23,1997,1,24,10,269837,49802,0,0,NA,0,0,2,5,6,10,0,0,3,7500,14,7,4,4,87.5,0,0,debt_consolidation,joint,15000,36,9.93,483.52,B,B2,Jan-18,Fully Paid,whole,Cash,0,15256.09331,15000,256.09,0
firefighter ,10,TX,RENT,85000,Not Verified,12.48,NA,,NA,0,NA,2005,0,18,6,71846,34912,1,0,NA,0,726,1,0,NA,6,0,0,1,24300,13,5,2,2,100,0,0,debt_consolidation,individual,24000,36,9.93,773.63,B,B2,Jan-18,Current,fractional,Cash,21076.87,3854.91,2923.13,931.78,0
sr mech spec,10,TX,MORTGAGE,110000,Verified,20.77,NA,,NA,0,26,1998,1,26,12,56853,41311,0,0,NA,0,355,2,3,3,12,0,0,5,22100,15,10,9,3,96.2,0,0,debt_consolidation,individual,28000,36,21.45,1061.39,D,D5,Feb-18,Current,whole,Cash,25695.56,4212.19,2304.44,1907.75,0
aviation analyst ,5,AL,MORTGAGE,47000,Verified,56.92,92000,Verified,34.37,0,NA,2003,4,83,15,373259,207235,0,0,NA,0,0,6,8,8,15,0,0,4,19700,16,7,5,2,100,0,0,debt_consolidation,joint,9000,36,17.09,321.28,D,D1,Feb-18,Current,whole,Cash,8210.92,1288.85,789.08,499.77,0
zone manager,3,IL,MORTGAGE,120000,Source Verified,9.88,NA,,NA,0,38,2005,1,29,14,84600,74643,0,0,NA,0,392,8,4,3,14,0,0,2,29400,11,6,4,0,96.6,0,0,debt_consolidation,individual,28000,36,7.97,877.04,A,A5,Jan-18,Current,fractional,DirectPay,24498.43,4372.8,3501.57,871.23,0
truck driver,3,CA,RENT,49000,Source Verified,28.02,NA,,NA,0,NA,1998,4,15,10,92175,51727,0,1,NA,0,0,4,9,1,10,0,0,3,20200,10,6,5,0,100,0,1,debt_consolidation,individual,11000,60,16.01,267.56,C,C5,Mar-18,Current,whole,Cash,10632.74,783.11,367.26,415.85,0
flight medic,5,PA,MORTGAGE,160000,Not Verified,12.98,NA,,NA,0,43,1999,6,36,18,520250,74978,0,0,NA,0,0,7,4,8,18,0,0,4,25300,12,6,6,6,97.2,0,0,debt_consolidation,individual,12000,36,6.07,365.45,A,A2,Feb-18,Current,fractional,Cash,10771.72,1453.71,1228.28,225.43,0
it student supervisor,6,CO,MORTGAGE,56309,Not Verified,6.91,NA,,NA,0,NA,2008,4,31,8,359721,23498,0,0,NA,0,0,1,4,3,8,0,0,3,24500,9,6,3,4,100,0,0,debt_consolidation,individual,24000,60,15.04,571.47,C,C4,Mar-18,Current,whole,Cash,23455.26,1163,544.74,618.26,0
supply specialist ,10,TX,MORTGAGE,90000,Source Verified,18.7,NA,,NA,0,59,1993,0,16,6,210250,68794,0,0,NA,0,0,2,3,NA,6,0,0,2,4800,5,3,3,2,75,0,0,house,individual,10000,36,6.08,304.59,A,A2,Jan-18,Current,whole,Cash,8976.56,1214.98,1023.44,191.54,0
physician assistant,1,MN,RENT,115000,Source Verified,22.37,NA,,NA,0,26,2009,2,42,24,179812,168596,0,0,NA,0,0,15,9,2,24,0,0,1,13900,16,9,3,0,97.6,0,0,debt_consolidation,individual,11000,36,11.99,365.31,B,B5,Jan-18,Current,fractional,Cash,4031.94,7319.22,6968.06,351.16,0
owner,10,TX,MORTGAGE,50000,Not Verified,10.06,NA,,NA,3,13,1995,0,23,10,154807,13525,0,1,39,0,0,0,0,14,10,0,0,7,30000,13,8,7,3,72.7,1,0,credit_card,individual,12000,36,9.43,384.01,B,B1,Mar-18,Current,whole,Cash,11124.02,1139.46,875.98,263.48,0
sales,3,ND,MORTGAGE,104000,Not Verified,13.14,NA,,NA,0,79,1988,8,22,9,221397,53428,0,1,NA,0,341,2,5,3,9,0,0,3,9300,12,6,6,3,88.2,0,1,credit_card,individual,9000,36,14.08,307.95,C,C3,Jan-18,Current,whole,Cash,7964.23,1525.67,1035.77,489.9,0
owner ,10,PA,MORTGAGE,180000,Source Verified,7.81,NA,,NA,4,3,2001,2,33,16,733339,61825,0,0,12,0,415,2,1,0,16,0,0,3,19600,16,10,7,8,92.9,0,0,debt_consolidation,individual,32000,60,15.05,762.12,C,C4,Feb-18,Current,whole,Cash,30529.48,3021.72,1470.52,1551.2,0
apprentice lineman,3,CO,RENT,54000,Verified,10.49,NA,,NA,0,NA,2010,8,10,6,44239,25574,0,0,NA,0,0,2,3,6,6,0,0,0,9000,7,4,1,0,100,0,0,other,individual,32000,36,9.93,1031.5,B,B2,Jan-18,Current,fractional,Cash,28102.53,5139.85,3897.47,1242.38,0
system administrator,2,MD,RENT,45000,Verified,22.88,NA,,NA,0,NA,2013,3,16,14,57722,51862,0,0,NA,0,0,8,8,5,14,0,0,4,14500,8,6,4,0,100,0,0,credit_card,individual,10000,36,12.61,335.07,C,C1,Feb-18,Current,whole,Cash,9302.76,998.2,697.24,300.96,0
teacher,7,SC,MORTGAGE,120000,Not Verified,15.77,NA,,NA,0,NA,1994,0,37,17,341609,52830,0,0,NA,0,406,3,4,16,17,0,0,8,45100,20,13,11,1,100,0,0,debt_consolidation,individual,19000,36,9.43,608.01,B,B1,Mar-18,Current,whole,Cash,17613.05,1814.08,1386.95,427.13,0
communications associate,5,KY,RENT,48000,Verified,42.65,100000,Verified,31.2,0,NA,1986,1,27,11,188527,149388,0,0,NA,0,0,3,1,9,11,0,0,2,36500,9,7,4,0,100,0,0,vacation,joint,5000,36,21.45,189.54,D,D5,Feb-18,Current,whole,Cash,4588.46,711.82,411.54,300.28,0
owner,10,NY,MORTGAGE,100000,Source Verified,9.37,NA,,NA,0,63,1993,1,35,17,180695,28746,0,0,NA,0,0,2,4,7,17,0,0,3,92700,27,15,5,0,97.1,0,0,debt_consolidation,individual,20000,36,5.31,602.21,A,A1,Mar-18,Current,fractional,Cash,17947.16,2300.73,2052.84,247.89,0
wealth mgmnt associate,9,CA,RENT,67000,Not Verified,33.28,NA,,NA,0,66,1993,2,34,15,103200,55164,0,0,NA,0,243,3,5,5,15,0,0,4,40600,27,12,6,0,97.1,0,0,credit_card,individual,18000,60,17.09,448.22,D,D1,Jan-18,Current,whole,Cash,17012.93,2206.92,987.07,1219.85,0
teacher,10,CA,RENT,105000,Source Verified,29.27,NA,,NA,0,NA,2006,3,28,14,134856,93957,0,1,NA,0,0,4,10,8,14,0,0,5,31300,19,10,7,0,100,0,1,debt_consolidation,individual,30000,36,17.47,1076.62,D,D1,Mar-18,Current,whole,Cash,28710.94,2124.12,1289.06,835.06,0
inside sales representative,0,MO,MORTGAGE,42000,Source Verified,7.95,NA,,NA,0,NA,1989,1,6,5,84455,8161,0,0,NA,0,0,0,3,8,5,0,0,3,18000,5,4,3,1,100,0,0,debt_consolidation,individual,13600,60,15.04,323.83,C,C4,Feb-18,Current,whole,Cash,13134.08,960.13,465.92,494.21,0
svp of commercial operations,10,RI,MORTGAGE,245000,Verified,7.99,NA,,NA,0,NA,2006,0,15,11,495163,41004,0,0,NA,0,0,2,3,18,11,0,0,3,6800,8,8,6,1,100,0,0,credit_card,individual,35000,60,11.98,778.21,B,B5,Mar-18,Current,whole,Cash,33700.73,2311.34,1299.27,1012.07,0
,NA,NY,OWN,70000,Not Verified,35.95,195000,Not Verified,24.15,0,NA,1972,1,25,17,159402,117084,0,0,NA,0,0,7,4,6,17,0,0,5,75300,15,10,7,0,100,0,0,debt_consolidation,joint,6000,36,12.62,201.07,C,C1,Feb-18,Current,whole,Cash,5439.35,804.28,560.65,243.63,0
,NA,AL,MORTGAGE,59871,Verified,29.17,NA,,NA,0,74,1968,5,44,19,76313,23421,0,0,74,0,0,1,7,1,19,0,0,3,29500,38,18,9,3,85.4,0,0,debt_consolidation,individual,10000,36,7.97,313.23,A,A5,Feb-18,Current,whole,Cash,9254.63,957.4,745.37,212.03,0
dispatcher,3,IL,RENT,89000,Source Verified,23.72,NA,,NA,0,NA,2009,3,36,24,194210,62262,0,0,NA,0,0,2,6,7,24,0,0,13,132800,29,22,16,0,100,0,0,debt_consolidation,individual,16000,36,7.35,496.6,A,A4,Jan-18,Current,whole,Cash,13982.44,2469.93,2017.56,452.37,0
senior product manager,2,WA,RENT,130000,Not Verified,15.07,NA,,NA,0,NA,2012,0,11,8,104243,53484,0,1,NA,0,0,3,2,15,8,0,0,3,44500,6,5,3,0,100,0,1,debt_consolidation,individual,12000,36,7.96,375.82,A,A5,Mar-18,Current,whole,Cash,11105.43,1122.15,894.57,227.58,0
rn supervisor,2,FL,OWN,61000,Not Verified,10.58,NA,,NA,1,23,1989,1,26,11,35854,13042,0,1,NA,0,0,5,5,4,9,0,0,3,4900,15,6,4,0,95.5,0,1,home_improvement,individual,6000,36,13.58,203.85,C,C2,Mar-18,Current,whole,Cash,5587.52,602.5,412.48,190.02,0
tax law specialist ,10,MD,MORTGAGE,116000,Source Verified,11.52,NA,,NA,1,21,1995,6,44,28,611997,266695,0,0,31,0,199308,2,18,0,28,0,0,6,65900,34,24,8,3,93.2,0,0,home_improvement,individual,6000,36,7.34,186.2,A,A4,Mar-18,Current,whole,Cash,5700.09,367.51,299.91,67.6,0
,NA,NC,MORTGAGE,78000,Verified,21.76,NA,,NA,0,25,2006,0,14,8,304994,55468,0,0,NA,0,0,5,2,NA,8,0,0,1,7000,3,2,2,1,64.3,0,0,debt_consolidation,individual,28000,36,11.99,929.87,B,B5,Jan-18,In Grace Period,whole,Cash,25360.35,3700.83,2639.65,1061.18,0
real estate agent,8,CO,MORTGAGE,93000,Source Verified,19.29,NA,,NA,0,58,2004,1,15,10,655597,77415,0,0,71,0,660,4,7,9,10,0,0,2,6200,6,4,3,2,86.7,0,0,home_improvement,individual,26475,60,16.02,644.11,C,C5,Jan-18,Current,whole,DirectPay,24982.33,3173.42,1492.67,1680.75,0
controller,10,CO,RENT,70000,Not Verified,19.65,NA,,NA,0,NA,1988,0,20,10,52099,24052,0,0,NA,0,0,4,2,NA,10,0,0,3,13600,13,6,4,0,100,0,0,debt_consolidation,individual,24000,36,9.43,768.01,B,B1,Mar-18,Current,whole,Cash,22248.07,2291.46,1751.93,539.53,0
office operations manager ,6,FL,RENT,45000,Not Verified,23.81,85000,Not Verified,18.3,0,NA,2004,1,27,14,75820,50750,0,0,NA,0,0,3,5,4,14,0,0,5,25900,17,11,8,0,100,0,0,credit_card,joint,20000,36,11.99,664.2,B,B5,Feb-18,Current,whole,Cash,18114.51,2643.48,1885.49,757.99,0
dept of rehabilitation,10,IL,MORTGAGE,50000,Not Verified,19.97,NA,,NA,0,NA,2001,3,22,10,176928,30241,0,0,NA,0,0,1,2,8,10,NA,0,8,20900,19,8,8,1,100,0,0,debt_consolidation,individual,15000,36,12.62,502.67,C,C1,Jan-18,Current,whole,Cash,13238.74,2492.32,1761.26,731.06,0
frontend manager ,10,TX,RENT,60000,Source Verified,9.06,NA,,NA,0,NA,2006,0,13,8,29200,10537,0,0,NA,0,0,1,7,13,8,0,0,4,17300,8,7,7,0,100,0,0,debt_consolidation,individual,3600,36,7.97,112.77,A,A5,Feb-18,Current,whole,Cash,3331.65,336.72,268.35,68.37,0
teacher,1,NY,RENT,55000,Verified,10.34,130000,Verified,6.14,0,NA,2013,0,14,12,82373,21853,0,0,NA,0,0,2,8,16,12,0,0,9,75900,10,10,9,0,100,0,0,debt_consolidation,joint,4800,36,7.35,148.98,A,A4,Jan-18,Current,whole,Cash,4194.73,740.98,605.27,135.71,0
locksmith,2,FL,MORTGAGE,28000,Verified,69.44,93000,Verified,22.77,0,NA,1997,0,20,9,272533,84029,0,1,NA,0,0,2,5,NA,9,0,0,3,21400,11,6,4,2,100,0,1,other,joint,32000,60,15.05,762.12,C,C4,Jan-18,Current,whole,Cash,30150.25,3783.84,1849.75,1934.09,0
sales,9,NY,MORTGAGE,50000,Source Verified,36.89,NA,,NA,0,NA,2003,5,22,13,291757,150505,0,0,NA,0,0,5,7,2,13,0,0,3,29000,12,7,5,1,100,0,0,debt_consolidation,individual,3500,36,16.02,123.09,C,C5,Feb-18,Current,whole,Cash,1720.52,1941.24,1779.48,161.76,0
program coordinator,10,FL,RENT,65000,Not Verified,33.22,NA,,NA,0,40,2004,1,30,19,157340,65335,0,0,NA,0,0,5,2,4,19,0,0,7,75500,22,14,7,0,93.3,0,0,debt_consolidation,individual,26000,60,11.98,578.1,B,B5,Feb-18,Current,whole,Cash,24706.66,2295.1,1293.34,1001.76,0
personal banker,1,GA,MORTGAGE,50000,Verified,17.38,NA,,NA,0,NA,2005,2,24,11,49557,25633,0,1,NA,0,619,2,9,6,11,0,0,3,17700,18,9,3,1,100,0,1,other,individual,6500,36,12.62,217.83,C,C1,Jan-18,Fully Paid,whole,Cash,0,6525.061944,6500,25.06,0
cdi specialist,3,CA,RENT,60000,Not Verified,9.89,NA,,NA,0,NA,2012,4,15,14,45512,13437,0,0,NA,0,0,1,7,1,14,0,0,6,29100,12,12,7,0,100,0,0,other,individual,3000,36,10.41,97.39,B,B3,Feb-18,Current,whole,Cash,2710.8,387.82,289.2,98.62,0
conductor,4,SD,MORTGAGE,85000,Not Verified,12.88,NA,,NA,0,NA,2002,4,24,12,324250,28911,0,0,NA,0,0,4,6,0,12,0,0,4,59000,12,6,5,6,100,0,0,debt_consolidation,individual,20000,60,7.34,399.25,A,A4,Mar-18,Current,whole,Cash,19442.97,791.84,557.03,234.81,0
quality control & compliance,1,NJ,RENT,41500,Not Verified,24.15,NA,,NA,0,NA,2000,1,24,10,48500,28970,0,0,NA,0,0,5,4,11,10,0,0,2,14700,12,5,3,0,100,0,0,debt_consolidation,individual,7000,36,7.34,217.23,A,A4,Mar-18,Current,whole,Cash,6473.55,648.84,526.45,122.39,0
manager,7,IN,OWN,48000,Not Verified,7.38,NA,,NA,0,NA,2003,0,9,5,17200,7701,0,0,NA,0,0,1,2,22,5,0,0,3,12200,4,4,3,0,100,0,0,debt_consolidation,individual,6000,36,6.72,184.5,A,A3,Jan-18,Current,whole,Cash,5237,920.26,763,157.26,0
doorman ,10,NY,RENT,60000,Source Verified,4.74,NA,,NA,0,28,2001,3,7,6,13476,9255,0,0,28,0,75,2,4,4,6,0,0,0,3400,3,3,0,0,85.7,0,0,debt_consolidation,individual,25000,60,19.03,648.93,D,D3,Jan-18,Current,whole,Cash,23696.96,3218.22,1303.04,1915.18,0
chief financial officer,3,TX,RENT,72000,Verified,5.7,NA,,NA,0,NA,2006,3,12,9,37100,13665,0,1,NA,0,0,0,5,4,9,0,0,4,21800,12,9,6,0,100,1,0,small_business,individual,30000,36,14.08,1026.5,C,C3,Feb-18,Current,whole,Cash,27254.14,4082.53,2745.86,1336.67,0
environmental serviceassociate,10,OH,MORTGAGE,22362.75,Not Verified,1.88,44725.5,Not Verified,0.94,1,9,1994,0,6,3,61061,1328,0,0,NA,0,0,0,0,NA,3,0,0,2,11500,3,2,2,2,66.7,0,0,home_improvement,joint,7000,36,6.72,215.25,A,A3,Jan-18,Current,whole,Cash,6109.83,1063.19,890.17,173.02,0
attorney,10,CA,OWN,140000,Not Verified,19.54,NA,,NA,0,32,1983,1,23,12,107921,72792,0,0,NA,0,912,1,4,4,12,0,0,7,71800,18,9,7,1,87,0,0,debt_consolidation,individual,20000,36,12.61,670.13,C,C1,Feb-18,Current,whole,Cash,18605.56,1996.38,1394.44,601.94,0
construction manager,10,MI,MORTGAGE,75000,Source Verified,27.26,NA,,NA,0,55,2004,0,25,11,202626,40933,0,0,NA,0,0,2,6,22,11,0,0,3,14300,14,7,6,4,96,0,0,debt_consolidation,individual,12000,36,12.62,402.14,C,C1,Mar-18,Current,fractional,Cash,11163.44,1189.59,836.56,353.03,0
quality engineer,2,LA,MORTGAGE,97000,Source Verified,17.41,NA,,NA,1,3,2004,1,23,16,317853,148101,0,0,NA,0,0,12,3,11,16,0,0,2,32700,5,3,2,4,91.3,0,0,credit_card,individual,31200,60,20,826.61,D,D4,Jan-18,Current,whole,Cash,29942.55,3514.44,1257.45,2256.99,0
accounting,10,CA,MORTGAGE,60000,Not Verified,20,NA,,NA,0,34,1990,2,15,6,184625,17379,0,0,48,0,0,1,2,0,6,0,0,2,12600,5,2,2,3,71.4,0,0,credit_card,individual,10000,36,6.72,307.5,A,A3,Jan-18,Current,whole,Cash,8413.07,1841.27,1586.93,254.34,0
otr driver,10,NY,MORTGAGE,100000,Source Verified,26.61,NA,,NA,0,NA,1999,6,67,13,372243,68354,0,0,NA,0,0,3,14,7,13,0,0,3,16000,38,9,7,6,100,0,0,debt_consolidation,individual,35000,36,7.96,1096.13,A,A5,Mar-18,Current,whole,DirectPay,32390.88,3257.43,2609.12,648.31,0
teacher,7,NY,RENT,86000,Verified,32.17,NA,,NA,0,NA,2008,0,14,11,141096,104493,0,0,NA,0,0,4,0,18,11,0,0,5,31500,9,7,6,0,100,0,0,debt_consolidation,individual,12000,36,19.42,442.43,D,D3,Mar-18,Current,whole,Cash,11243.19,1276.31,756.81,519.5,0
manager,4,NY,RENT,108000,Verified,20.82,NA,,NA,0,NA,2005,3,18,10,108431,75596,0,1,NA,0,0,5,5,11,10,0,0,4,16000,8,5,4,0,100,0,1,debt_consolidation,individual,40000,60,12.61,902.16,C,C1,Mar-18,Current,whole,Cash,38539.28,2678.46,1460.72,1217.74,0
owner,9,NJ,RENT,150000,Verified,32.52,NA,,NA,0,NA,1996,0,24,12,213171,142130,0,0,NA,0,0,3,1,14,12,0,0,4,81300,14,9,8,0,100,0,0,major_purchase,individual,30000,36,20.39,1120.88,D,D4,Mar-18,Current,fractional,Cash,28767.36,2173.79,1232.64,941.15,0
mortgage closer,1,CA,MORTGAGE,63500,Source Verified,0.95,NA,,NA,0,NA,2010,0,3,3,27900,3742,0,0,NA,0,0,0,1,NA,3,0,0,2,21900,3,3,2,0,100,0,0,home_improvement,individual,20000,60,14.08,466.2,C,C3,Jan-18,Current,whole,Cash,18814.85,2299.71,1185.15,1114.56,0
property manager ,1,CO,RENT,60000,Verified,16.46,NA,,NA,0,50,2005,1,18,5,186841,32120,0,0,50,0,0,1,3,4,5,0,0,2,24000,5,3,2,6,88.9,0,0,other,individual,15000,36,10.91,490.45,B,B4,Feb-18,Current,whole,Cash,13564.27,1952.71,1435.73,516.98,0
customer service,4,NC,MORTGAGE,55000,Not Verified,27.69,NA,,NA,0,60,2000,0,27,16,242060,95669,0,0,60,0,104,12,2,13,16,0,0,2,12100,3,3,2,2,92.6,0,0,debt_consolidation,individual,5000,36,6.08,152.3,A,A2,Jan-18,Current,whole,Cash,4488.26,607.51,511.74,95.77,0
internal audit contractor,0,TX,MORTGAGE,96996,Not Verified,26.24,NA,,NA,0,54,2000,1,21,10,86794,51474,0,0,54,0,0,2,1,10,10,0,0,3,25300,15,8,3,0,81,0,0,credit_card,individual,25000,36,10.9,817.29,B,B4,Mar-18,Current,fractional,DirectPay,23008.18,2636.73,1991.82,644.91,0
supervisor,10,TX,MORTGAGE,125000,Not Verified,10.38,NA,,NA,0,73,2004,0,26,19,283667,36494,0,0,NA,0,0,9,3,16,19,0,0,6,32900,15,9,8,1,96.2,0,0,debt_consolidation,individual,20000,60,9.43,419.36,B,B1,Mar-18,Current,whole,Cash,19207.22,1247.6,792.78,454.82,0
truck driver,0,CA,RENT,70000,Not Verified,14.73,NA,,NA,0,46,2006,1,11,6,36188,13319,0,0,NA,0,0,2,1,1,6,0,0,2,9500,6,4,3,0,90.9,0,0,debt_consolidation,individual,10000,60,11.99,222.4,B,B5,Feb-18,Current,whole,Cash,9502.67,882.94,497.33,385.61,0
funeral servicd assistant,1,FL,RENT,30000,Not Verified,5.48,NA,,NA,0,NA,2014,1,4,4,6550,3075,0,0,NA,0,0,1,1,0,4,0,0,2,2500,3,3,3,0,100,0,0,credit_card,individual,1500,36,12.61,50.26,C,C1,Mar-18,Current,whole,Cash,1341.87,201.73,158.13,43.6,0
pastor,10,CO,OWN,48509,Source Verified,18.41,268509,Source Verified,16.21,0,NA,1993,0,27,9,75707,24014,0,0,NA,0,0,2,2,NA,9,0,0,1,27400,17,7,1,0,100,0,0,debt_consolidation,joint,35000,36,6.08,1066.04,A,A2,Feb-18,Current,fractional,Cash,31418.07,4252.34,3581.93,670.41,0
accountant,10,OK,OWN,55000,Source Verified,25.4,155000,Source Verified,11.47,0,41,1982,1,32,10,180440,43426,0,0,41,0,0,3,6,7,10,0,0,1,8700,22,6,1,2,71.9,0,0,home_improvement,joint,12000,60,9.92,254.5,B,B2,Mar-18,Current,whole,Cash,11530.24,750.27,469.76,280.51,0
soils laboratory technician,10,PA,RENT,41000,Not Verified,15.93,NA,,NA,0,48,2000,2,20,6,33489,17247,0,0,75,0,0,2,3,1,6,0,0,1,8000,8,4,2,0,90,0,0,debt_consolidation,individual,6400,36,10.42,207.78,B,B3,Feb-18,Current,whole,Cash,5783.2,827.42,616.8,210.62,0
readiness nco,10,NC,MORTGAGE,53000,Verified,22.88,NA,,NA,0,NA,2003,0,26,11,303578,30098,0,0,NA,0,0,6,2,14,11,0,0,2,23300,9,4,2,1,100,0,0,credit_card,individual,17000,60,5.32,323.31,A,A1,Feb-18,Current,whole,DirectPay,15595.9,1700.37,1404.1,296.27,0
senior claim examiner,4,IL,RENT,60000,Source Verified,12.6,NA,,NA,0,NA,1999,5,10,7,23900,16449,0,0,NA,0,1002,3,4,3,7,0,0,2,5500,5,4,4,0,100,0,0,debt_consolidation,individual,5000,36,14.08,171.09,C,C3,Jan-18,Current,fractional,DirectPay,4424.54,847.63,575.46,272.17,0
maintenance,10,WV,MORTGAGE,50000,Not Verified,28.49,NA,,NA,0,NA,1999,0,21,9,139075,38301,0,0,NA,0,0,3,3,16,9,0,0,3,26300,11,5,4,3,100,0,0,credit_card,individual,28000,60,13.59,645.58,C,C2,Jan-18,Current,whole,Cash,26264.2,3228.86,1735.8,1493.06,0
designer,3,NJ,RENT,60000,Verified,24.68,NA,,NA,0,32,2010,2,12,9,76192,44306,0,0,NA,0,0,1,2,1,9,NA,0,5,32000,10,7,5,0,92,0,0,credit_card,individual,20000,36,9.92,644.6,B,B2,Mar-18,Current,fractional,Cash,18550.28,1911.76,1449.72,462.04,0
risk operations ,5,WV,RENT,37000,Not Verified,15.86,NA,,NA,0,NA,2013,3,13,11,47138,19524,0,0,NA,0,0,1,7,5,11,0,0,6,22300,11,10,6,0,100,0,0,other,individual,2000,36,9.93,64.47,B,B2,Jan-18,Current,fractional,Cash,1756.54,321.25,243.46,77.79,0
business systems analyst,3,CA,MORTGAGE,108000,Source Verified,2.99,NA,,NA,0,NA,2000,0,12,5,435881,5202,0,0,NA,0,0,1,6,15,5,0,0,0,0,3,3,2,1,100,0,0,debt_consolidation,individual,12000,36,14.08,410.6,C,C3,Jan-18,Current,whole,Cash,10618.97,2043.61,1381.03,662.58,0
principle business solution architect,10,WI,RENT,130000,Not Verified,8.45,NA,,NA,0,NA,2007,5,26,15,54100,23537,0,0,NA,0,0,2,9,4,15,0,0,3,16100,13,12,5,0,100,0,0,house,individual,18000,60,20,476.89,D,D4,Feb-18,Fully Paid,whole,Cash,0,18013.6,18000,13.6,0
claims specialist,3,PA,OWN,49000,Not Verified,36.71,NA,,NA,1,6,2006,0,37,8,66761,52434,0,0,NA,0,0,3,2,18,7,0,0,2,3500,17,5,3,0,97.2,0,0,credit_card,individual,13100,36,18.06,474,D,D2,Feb-18,Current,whole,Cash,11967.37,1882.86,1132.63,750.23,0
account manager,9,PA,RENT,56891,Source Verified,11.29,NA,,NA,1,6,1978,0,13,7,26300,15727,0,0,66,0,6814,1,0,NA,7,0,0,3,10100,9,6,6,1,84.6,0,0,debt_consolidation,individual,6000,36,22.91,231.98,E,E1,Jan-18,Current,fractional,Cash,5390,1152.26,610,542.26,0
financial center operations manager ,10,GA,MORTGAGE,70000,Source Verified,25.6,NA,,NA,0,NA,2001,4,62,33,271371,57434,0,0,NA,0,0,1,8,3,33,0,0,13,73400,47,31,21,3,100,0,0,debt_consolidation,individual,18000,36,17.09,642.56,D,D1,Jan-18,Current,whole,Cash,16013.16,3212.8,1986.84,1225.96,0
realtor,10,CA,MORTGAGE,180000,Source Verified,5.21,NA,,NA,0,38,2004,2,17,12,441900,22621,1,0,38,0,50,0,7,1,12,0,0,6,31200,13,10,9,3,91.7,0,0,debt_consolidation,individual,35000,36,10.41,1136.11,B,B3,Feb-18,Current,whole,Cash,31626.48,4503.96,3373.52,1130.44,0
community improvement specialty officer,3,TX,MORTGAGE,45000,Verified,8.83,NA,,NA,0,37,2003,5,28,15,162000,11879,1,0,NA,0,1317,0,6,4,15,0,0,3,24600,21,14,4,3,100,0,0,debt_consolidation,individual,16000,60,15.05,381.06,C,C4,Jan-18,Fully Paid,whole,Cash,0,16266.64836,16000,266.65,0
